SQM,Bedrooms,HasYard,HasPool,Floors,SuburbType,NumPrevOwners,Made,HasStormProtector,Basement,Attic,Garages,HasStorageRoom,LivingRooms,Price
77654,5,Yes,Yes,1,Middle Class,6,2007,No,7929,829,1,Yes,2,7773631.7
77716,5,No,No,1,Upper Class,1,2006,No,2286,4964,2,Yes,1,7773638.6
77661,2,Yes,No,2,Upper Class,5,2013,No,6681,8439,2,No,1,7775177.3
77703,2,No,Yes,1,Middle Class,4,2021,Yes,,8678,0,Yes,2,7776678.1
77690,5,Yes,No,2,Working Class,3,2013,No,6027,151,0,No,2,7777085.3
77776,4,No,No,1,Middle Class,6,2010,No,5333,8925,0,Yes,1,7778582
77708,2,No,Yes,3,Upper Class,7,2015,Yes,2635,7985,1,No,1,7778998.5
77724,4,No,No,2,Middle Class,2,1995,No,8324,6918,2,Yes,2,7779385.5
77743,2,Yes,Yes,1,Middle Class,7,2001,No,7258,9853,2,No,1,7780280.1
77744,2,No,No,2,Exclusive,7,1990,Yes,3190,9835,1,No,2,7781079
77807,5,No,No,1,Middle Class,8,2015,No,8242,5719,2,Yes,2,7781711.5
77765,2,No,Yes,1,Upper Class,9,2015,No,7248,8387,2,Yes,1,7782483.5
77747,3,Yes,Yes,2,Upper Class,10,2014,Yes,4829,4204,1,No,1,7786197.4
77791,5,Yes,No,2,Middle Class,5,2009,No,2582,2734,2,Yes,1,7786745.9
77851,2,No,No,3,Middle Class,9,1999,No,5658,3181,0,No,1,7788297.9
77857,2,No,No,1,Middle Class,10,2002,Yes,1608,437,2,Yes,1,7788400.2
77849,2,No,No,2,Middle Class,9,2002,No,1951,48,1,No,2,7789805.2
77915,5,No,No,1,Middle Class,10,2018,Yes,1081,9015,1,No,1,7793915.8
77913,1,No,No,2,Exclusive,3,2010,No,6930,9386,1,Yes,2,7794411
77927,2,No,No,1,Working Class,8,2011,No,7644,3303,1,Yes,2,7796739.1
77882,4,No,Yes,2,Working Class,7,1993,Yes,2355,6496,2,Yes,1,7797780.3
77855,3,Yes,Yes,3,Working Class,7,2018,No,2800,7871,2,No,1,7797856.8
77936,3,Yes,No,2,Working Class,6,2001,No,3782,4717,1,Yes,1,7799946.1
78000,3,No,No,1,Upper Class,5,2000,No,6386,9085,2,No,2,7801225
77975,2,Yes,Yes,1,Working Class,10,1999,No,1438,8536,1,Yes,2,7801482.9
77913,3,Yes,Yes,2,Working Class,10,2007,Yes,328,6752,2,Yes,2,7801697.7
77963,3,No,No,2,Upper Class,2,2004,Yes,8924,164,1,No,2,7801793.4
77967,4,Yes,Yes,1,Working Class,7,2019,No,2396,2240,1,No,1,7802836.9
78039,1,No,No,1,Working Class,9,2010,No,1944,3096,0,No,1,7804837
78018,2,Yes,No,1,Working Class,9,1992,No,4892,4414,0,Yes,1,7806848.2
77980,2,Yes,Yes,2,Middle Class,5,2003,Yes,4579,3538,1,Yes,2,7808460.3
77989,4,Yes,Yes,1,Middle Class,7,2017,Yes,8263,182,2,Yes,2,7809037.7
77990,5,Yes,No,3,Exclusive,2,2017,Yes,9478,6670,1,No,2,7809156.7
78016,2,Yes,No,2,Middle Class,2,1993,Yes,751,8247,2,No,1,7809472.3
78088,3,No,No,1,Upper Class,4,1994,No,5869,20,1,Yes,2,7809475.4
78010,2,Yes,Yes,3,Upper Class,8,1994,Yes,9159,3752,1,No,2,7809768.4
78046,1,No,No,2,Middle Class,4,2005,Yes,4371,5277,1,Yes,1,7810522.5
78037,2,Yes,Yes,2,Middle Class,4,1998,Yes,2500,2644,2,No,2,7811853.8
78115,3,No,No,1,Exclusive,5,1991,Yes,5121,5200,1,Yes,1,7812679.1
78101,2,No,Yes,1,Working Class,1,1995,Yes,919,6775,2,No,2,7814923.5
78122,4,No,No,1,Middle Class,5,2018,No,6797,1289,2,Yes,2,7815968.8
78004,4,Yes,Yes,3,Exclusive,10,1990,Yes,4527,2138,1,Yes,2,7816750
78124,2,No,No,2,Upper Class,8,1998,No,5301,9404,0,No,1,7817265.8
78114,5,No,Yes,2,Upper Class,4,1999,No,31,7038,2,No,1,7818981.9
78173,4,No,No,2,Working Class,3,1996,No,3923,6401,2,No,2,7819707.6
78152,1,No,Yes,1,Upper Class,1,2005,No,5218,6251,1,No,1,7819761.5
78079,2,Yes,No,3,Working Class,6,2001,Yes,3136,7021,2,Yes,2,7820045.1
78204,2,No,No,1,Upper Class,8,2012,Yes,1830,1136,2,Yes,2,7822501.2
78163,3,Yes,No,1,Middle Class,10,1996,No,596,1340,1,Yes,1,7822877.6
78122,3,Yes,Yes,1,Middle Class,9,1996,No,1649,4518,1,No,1,7822983.6
78164,4,Yes,Yes,2,Exclusive,9,1992,Yes,5115,5707,1,No,2,7823145.2
78199,5,No,Yes,1,Exclusive,10,2003,No,4837,2752,1,Yes,1,7825365.3
78117,5,Yes,Yes,2,Middle Class,4,1997,Yes,1732,5314,1,Yes,2,7825898.7
78189,2,Yes,Yes,1,Middle Class,7,2014,No,5556,1707,0,No,1,7828149.4
78217,4,No,No,2,Middle Class,1,2003,No,7391,1085,2,No,1,7828401.3
78180,2,Yes,Yes,1,Upper Class,5,1995,No,4079,5605,0,No,2,7828641.5
78259,2,Yes,No,1,Working Class,4,1992,Yes,4501,8748,1,Yes,2,7829196.2
78183,4,Yes,Yes,2,Upper Class,9,2007,Yes,8682,588,2,Yes,1,7829898.7
78280,3,No,No,1,Exclusive,5,2019,Yes,8984,9429,2,Yes,2,7830865.9
78254,4,No,No,2,Middle Class,9,1990,Yes,6303,2241,1,No,1,7831345
78229,3,Yes,Yes,1,Middle Class,5,2021,No,6218,1061,2,No,2,7831558.1
78293,2,No,No,1,Upper Class,9,2004,No,5078,1044,2,Yes,2,7832273.4
78216,3,Yes,Yes,2,Working Class,6,2010,Yes,2643,4018,1,No,2,7832429
78256,2,Yes,No,1,Upper Class,3,2006,Yes,5104,5861,1,Yes,1,7832866.6
78289,1,Yes,Yes,1,Middle Class,8,1995,No,5833,8282,0,No,1,7834644.5
78235,1,Yes,Yes,1,Upper Class,2,2019,No,7253,259,2,No,1,7835672.9
78304,5,No,No,2,Middle Class,4,2010,Yes,9182,3657,2,No,2,7838249
78338,3,No,Yes,2,Exclusive,7,2010,No,6549,2497,1,Yes,2,7839471
78357,2,Yes,No,3,Middle Class,4,2016,No,2629,9034,2,Yes,1,7839653.6
78382,3,No,No,1,Upper Class,1,2020,Yes,8751,7515,2,Yes,2,7840062
78383,5,No,Yes,1,Middle Class,10,2001,No,7570,7903,2,Yes,1,7844579.1
78379,1,Yes,Yes,1,Upper Class,2,2002,No,4238,7147,0,Yes,2,7845253.2
78396,3,Yes,No,1,Upper Class,5,2016,Yes,3778,9042,2,No,2,7845427.6
78379,5,No,Yes,1,Working Class,9,2012,Yes,2996,5159,1,No,2,7845500.2
78367,2,Yes,Yes,2,Upper Class,8,1995,No,6088,6500,1,No,1,7847930.5
78463,2,No,No,2,Exclusive,8,1991,No,8866,2131,2,No,1,7849793.1
78453,2,Yes,Yes,2,Exclusive,5,1997,No,6247,8873,2,No,2,7859262.7
78576,3,No,No,1,Middle Class,10,2016,Yes,4316,3620,1,No,2,7861426.6
78552,4,Yes,Yes,1,Upper Class,8,2008,No,8338,4376,2,No,2,7861906.8
78612,5,No,No,1,Working Class,3,1997,Yes,4301,2446,1,Yes,1,7862673.7
78613,3,No,No,1,Upper Class,5,1996,No,8045,3226,2,No,1,7863369.6
78506,5,Yes,Yes,2,Middle Class,10,1996,No,4499,8758,2,No,1,7864283.6
78546,5,No,Yes,2,Exclusive,6,1991,Yes,978,3244,1,Yes,1,7864949.1
78498,2,Yes,Yes,3,Upper Class,7,1993,No,4422,338,2,No,1,7865584.3
78620,4,No,No,3,Exclusive,3,2019,No,4997,5988,1,Yes,1,7865911.9
78671,5,No,No,1,Middle Class,6,2013,No,5203,1318,2,No,1,7868709.3
78563,2,Yes,Yes,3,Middle Class,1,1997,Yes,6449,1626,1,No,1,7872245.7
78721,2,No,No,2,Middle Class,6,1997,No,7256,5302,1,Yes,2,7875331.7
78627,3,Yes,Yes,3,Upper Class,6,2007,No,3990,3059,2,No,1,7877631.7
78672,3,Yes,Yes,2,Middle Class,6,1995,No,6121,7040,1,No,2,7877999.5
78731,5,No,No,2,Upper Class,6,1991,Yes,5914,6048,2,No,1,7878473.1
78741,3,No,Yes,2,Exclusive,2,2005,No,9057,5024,1,No,1,7880701.5
78739,1,Yes,No,2,Exclusive,3,2007,Yes,6589,8138,2,No,2,7883763.7
78797,5,No,No,2,Working Class,8,2014,No,4633,6930,0,No,1,7884093.4
78681,2,Yes,Yes,2,Upper Class,9,2015,No,5930,8775,2,No,1,7884526.5
78789,2,Yes,No,2,Middle Class,5,2017,Yes,5808,1954,0,No,2,7885033.7
78766,4,Yes,Yes,3,Middle Class,7,2004,No,6686,6215,2,No,2,7885472.4
78806,5,Yes,No,1,Upper Class,6,2001,Yes,1527,2131,2,No,1,7886035.1
78694,4,Yes,Yes,3,Upper Class,10,2016,Yes,3695,9412,2,No,1,7886042.6
78791,5,Yes,No,2,Working Class,10,2020,No,3674,5831,1,No,1,7886106
78765,5,Yes,No,2,Middle Class,7,2011,No,3294,9382,1,Yes,1,7886131.1
78747,2,Yes,Yes,3,Exclusive,10,1992,No,3456,8386,2,No,1,7887317.2
78772,4,Yes,Yes,2,Middle Class,1,1995,No,6523,4244,1,No,1,7887820.5
78835,4,No,No,2,Middle Class,6,2002,Yes,1071,6437,2,No,1,7887862.2
78847,2,Yes,No,1,Upper Class,8,2005,No,4919,2179,1,No,2,7888002.5
78851,2,No,Yes,2,Exclusive,9,1998,No,5929,1703,1,No,1,7891785.8
78882,5,Yes,No,2,Exclusive,8,2014,Yes,6371,5019,0,No,2,7893540.4
78859,1,Yes,No,3,Upper Class,3,2015,Yes,6650,5840,1,No,2,7894713.5
78934,3,No,No,1,Middle Class,3,1996,No,6556,7690,2,No,1,7895339.6
78852,3,Yes,Yes,2,Middle Class,3,2009,No,5461,1426,2,No,1,7896437.9
78916,2,Yes,No,1,Exclusive,8,2009,No,7306,4032,1,No,1,7897498.9
78947,5,No,No,3,Working Class,1,1992,No,1965,1912,2,No,2,7900369.2
78946,2,Yes,No,2,Working Class,9,2005,No,9835,4223,1,Yes,1,7900382.5
79002,2,No,No,1,Working Class,3,1991,No,5981,5613,2,No,2,7900697.1
78960,3,No,Yes,2,Upper Class,4,2015,Yes,7126,5012,2,Yes,1,7900996.5
78897,3,No,Yes,3,Working Class,5,2007,No,1913,5637,2,Yes,1,7901129.7
78958,2,No,No,2,Middle Class,2,1994,Yes,3862,9881,2,Yes,1,7902699.4
78980,1,Yes,No,1,Middle Class,9,2008,Yes,5737,2129,1,No,1,7903451.8
78992,3,Yes,No,2,Working Class,10,1996,Yes,2628,86,1,Yes,2,7903591.6
78972,1,Yes,No,2,Middle Class,2,2004,Yes,7448,1279,2,Yes,2,7904128.4
78983,3,Yes,No,1,Middle Class,6,1990,Yes,9114,9464,2,No,1,7904937
78982,2,Yes,No,1,Middle Class,8,2007,Yes,1538,7225,1,Yes,1,7905259.7
78993,3,Yes,No,2,Upper Class,8,2007,Yes,7677,6177,0,No,1,7905911.7
78977,5,No,Yes,2,Middle Class,2,2004,Yes,9457,2583,0,No,1,7906006.4
79025,5,Yes,No,1,Upper Class,9,2014,No,750,6689,2,Yes,2,7908018.4
79066,5,No,No,1,Upper Class,10,2019,Yes,14,4112,2,No,2,7908197.9
78984,4,Yes,Yes,2,Exclusive,9,2014,Yes,1199,9487,0,Yes,1,7910102.4
79078,3,Yes,No,3,Exclusive,3,1998,Yes,2568,9132,2,Yes,2,7911742.8
78995,3,Yes,Yes,1,Working Class,7,1996,No,5606,4576,2,Yes,1,7911960.6
79065,1,No,Yes,1,Middle Class,8,2008,No,7266,5503,0,No,2,7912800.8
79047,1,Yes,No,2,Working Class,1,1992,No,5833,2166,1,No,1,7913249.2
79073,2,No,Yes,1,Upper Class,4,1992,No,4342,8427,0,No,1,7913819.2
79067,2,Yes,Yes,2,Upper Class,10,1994,Yes,8279,7190,0,Yes,2,7914438.4
79093,5,Yes,Yes,2,Exclusive,9,2014,No,2848,6813,1,No,2,7915505.4
79096,4,Yes,Yes,1,Working Class,7,2005,No,202,5657,2,Yes,2,7917449.5
79109,5,Yes,No,1,Upper Class,8,1991,No,7903,4020,2,Yes,2,7917767.1
79081,2,No,Yes,2,Working Class,9,1993,Yes,7804,2741,2,Yes,2,7918094.3
79169,2,No,No,1,Working Class,4,2010,No,5102,5828,1,Yes,1,7918220
79132,3,No,Yes,1,Middle Class,3,2007,No,8871,8328,2,Yes,1,7918754.7
79176,1,No,No,1,Middle Class,7,2016,Yes,7164,2510,2,Yes,1,7919191.6
79133,3,Yes,Yes,2,Exclusive,9,2013,Yes,9486,4890,2,Yes,1,7919804.3
79092,2,Yes,Yes,2,Middle Class,7,1999,No,4549,7974,2,No,1,7920131.9
79182,2,Yes,Yes,1,Middle Class,3,1993,No,9600,8691,1,No,2,7922295.3
79214,5,No,No,1,Middle Class,6,1994,No,7624,8946,2,No,1,7922328.4
79114,2,Yes,Yes,2,Exclusive,5,2004,No,6519,1701,2,No,2,7923653.4
79130,2,Yes,Yes,3,Working Class,5,1995,No,6368,2966,2,Yes,1,7925945.5
79224,5,No,No,2,Upper Class,7,2008,No,9128,4915,2,Yes,1,7926948.8
79171,1,Yes,Yes,1,Exclusive,6,1996,No,6375,7757,1,Yes,2,7926950.6
79262,3,No,No,1,Upper Class,7,2009,No,6144,2810,2,Yes,2,7927560.9
79240,3,Yes,No,2,Working Class,3,1994,No,3190,8062,0,Yes,1,7928275.4
79252,2,No,No,2,Middle Class,8,2020,No,2277,6611,2,Yes,1,7929634
79229,2,No,No,2,Middle Class,1,1990,Yes,7538,144,0,Yes,2,7930035
79260,2,Yes,No,1,Exclusive,3,1991,No,3887,9274,2,Yes,2,7930187.1
79275,5,No,Yes,2,Middle Class,9,1995,Yes,3689,,0,Yes,1,7930383.5
79256,3,No,No,2,Middle Class,10,1993,Yes,5784,2329,1,Yes,2,7931579.3
79298,3,No,Yes,2,Middle Class,3,2007,No,2025,4962,2,Yes,1,7935780.7
79354,1,Yes,No,1,Working Class,9,1991,Yes,4757,6597,2,No,1,7939210.1
79363,4,No,Yes,1,Middle Class,9,2020,Yes,3943,1806,2,No,2,7939687
79337,5,No,No,2,Middle Class,9,2016,No,9559,9783,2,Yes,1,7940161.6
79356,3,No,Yes,1,Middle Class,3,2001,Yes,1994,904,2,Yes,1,7940419.1
79368,4,Yes,Yes,1,Middle Class,5,2003,No,2341,7686,2,No,1,7940744.3
79401,5,No,No,2,Upper Class,5,1996,No,6739,2262,2,No,2,7941702.6
79375,3,Yes,No,1,Middle Class,7,2013,Yes,4513,4415,1,No,1,7942261.3
79380,3,No,Yes,1,Middle Class,9,2004,Yes,9140,6886,1,Yes,1,7943681.4
79338,2,Yes,Yes,2,Upper Class,3,2014,Yes,1908,1927,1,No,1,7943850.4
79344,3,Yes,Yes,1,Working Class,3,1991,No,8088,4938,2,Yes,2,7945562.1
79361,2,Yes,Yes,1,Middle Class,10,2009,No,713,4568,1,Yes,1,7946598.9
79399,2,Yes,No,1,Middle Class,10,2006,Yes,1033,207,2,Yes,1,7946835.6
79408,3,Yes,No,2,Exclusive,8,1992,Yes,7716,2641,1,No,1,7948588.2
79445,3,No,Yes,2,Middle Class,8,1990,No,414,7680,1,No,2,7948637
79410,2,Yes,Yes,1,Middle Class,3,1991,No,3012,7626,0,No,1,7949040.1
79457,3,Yes,No,1,Middle Class,4,1992,No,1393,5374,1,No,2,7949180.2
79441,3,Yes,No,2,Exclusive,4,2011,Yes,1381,5879,1,No,1,7949525.1
79420,2,Yes,Yes,1,Middle Class,3,1994,Yes,5096,2968,2,No,2,7950297.4
79491,5,No,No,2,Upper Class,3,1994,No,1725,931,1,No,1,7951459.4
79464,5,No,Yes,1,Working Class,10,2003,No,2747,9431,2,Yes,1,7952013.3
79422,3,Yes,Yes,1,Exclusive,3,1995,No,2686,4901,1,No,1,7952304.5
79435,2,Yes,No,1,Middle Class,7,2015,No,2238,5804,2,Yes,2,7952569.5
79511,2,No,No,1,Middle Class,5,2007,No,6230,764,2,Yes,1,7953040.7
79517,1,Yes,No,1,Middle Class,2,2000,Yes,8360,9493,0,Yes,1,7955735
79499,2,Yes,Yes,2,Middle Class,7,2013,No,5217,2016,0,No,1,7955951.3
79555,4,No,No,1,Working Class,3,1990,No,8575,3632,1,No,1,7956251
79572,3,No,No,1,Middle Class,1,2005,No,229,8987,0,No,1,7958075.5
79576,4,No,No,1,Working Class,6,2011,No,3003,5956,2,No,2,7958981.1
79582,4,No,No,1,Middle Class,1,2001,Yes,8998,36,1,Yes,2,7960890.1
79549,3,Yes,Yes,1,Middle Class,4,2014,No,4168,1344,1,Yes,2,7961296.4
79594,5,No,No,2,Exclusive,2,2007,Yes,7192,8798,0,No,1,7962250.7
79557,1,Yes,Yes,3,Middle Class,10,2012,No,3258,3734,2,Yes,1,7963988.2
79629,5,No,No,1,Working Class,1,2009,Yes,5358,6014,2,No,2,7964152.9
79603,5,No,No,2,Middle Class,1,2011,No,6538,8583,1,Yes,2,7964199.1
79553,1,Yes,No,2,Upper Class,2,1996,Yes,3372,7603,2,Yes,1,7964369.6
79563,3,Yes,Yes,1,Working Class,2,2010,No,9728,6446,2,Yes,1,7964408
79620,3,No,No,2,Working Class,4,2019,No,7652,820,0,Yes,1,7965223.9
79604,2,No,Yes,1,Working Class,3,2016,Yes,9575,2906,2,No,1,7965563.6
79583,2,Yes,Yes,1,Upper Class,9,2010,No,5971,3016,2,No,1,7966719
79577,5,Yes,Yes,1,Working Class,6,2008,Yes,8400,964,2,No,2,7967626.8
79628,3,Yes,No,2,Middle Class,3,2003,Yes,8615,7957,2,Yes,2,7967880.3
79610,4,Yes,Yes,1,Upper Class,3,2011,No,2551,7114,1,Yes,1,7968541.1
79666,4,No,Yes,1,Exclusive,8,2007,No,2193,9488,1,Yes,1,7969998.7
79653,1,No,Yes,1,Middle Class,1,2013,Yes,9783,989,1,No,2,7972109.3
79652,5,No,Yes,2,Middle Class,1,2008,Yes,4996,7204,1,No,1,7972747.8
79718,3,No,No,2,Upper Class,7,1998,Yes,4743,1691,1,Yes,2,7973973.8
79647,1,Yes,Yes,2,Middle Class,5,2001,No,4387,1227,2,No,2,7974272.1
79724,4,No,No,2,Middle Class,6,1993,Yes,8522,213,1,Yes,2,7974507.3
79680,5,No,No,3,Middle Class,8,2018,Yes,3404,2843,2,No,1,7975851.8
79649,3,Yes,No,3,Exclusive,8,2009,Yes,3251,7009,1,No,1,7976501.9
79723,4,No,Yes,1,Exclusive,7,2021,Yes,6409,3614,2,Yes,1,7976910.1
79770,5,No,No,2,Working Class,4,1997,No,8501,7560,1,Yes,2,7978838.7
79744,2,Yes,No,1,Middle Class,8,2012,Yes,1480,4074,0,Yes,1,7979395.2
79673,4,No,Yes,3,Middle Class,7,1992,Yes,6484,3203,2,Yes,1,7981527.2
79767,5,Yes,No,1,Upper Class,6,2013,No,4962,8544,1,Yes,2,7981643.3
79770,3,Yes,No,2,Middle Class,6,2001,Yes,5995,6230,2,Yes,1,7983537.1
79783,1,No,Yes,1,Middle Class,1,1993,No,1337,6411,1,Yes,2,7983955.3
79768,2,Yes,No,1,Exclusive,3,1999,No,1421,7075,2,No,2,7984469.9
79760,4,Yes,Yes,1,Upper Class,7,1992,Yes,3372,6010,2,No,1,7986501.2
79770,1,No,Yes,2,Exclusive,5,2018,Yes,8871,7117,1,No,2,7986665.8
79814,3,No,No,3,Middle Class,1,2004,Yes,6907,6416,2,Yes,1,7987492.4
79853,3,No,No,1,Middle Class,3,1994,Yes,5601,4130,2,No,2,7987746.4
79822,4,Yes,No,1,Middle Class,5,2003,Yes,5413,615,2,Yes,1,7987847.3
79857,4,No,No,1,Middle Class,10,2018,Yes,4707,1272,1,Yes,1,7988061.8
79830,5,Yes,Yes,1,Middle Class,4,2006,Yes,7666,3908,1,Yes,1,7989770.6
79837,3,No,Yes,2,Exclusive,3,2019,No,6045,4814,2,No,2,7991469.9
79786,5,Yes,Yes,2,Exclusive,10,1990,Yes,4178,7083,0,No,2,7991735
79875,2,No,Yes,1,Middle Class,10,1996,No,4247,9855,1,No,1,7993442.6
79929,5,No,No,2,Middle Class,3,2001,Yes,1580,1005,2,Yes,2,7994382.1
79915,3,Yes,No,1,Exclusive,6,2005,Yes,5815,3764,1,Yes,2,7994470.5
79851,5,Yes,Yes,1,Middle Class,3,1998,Yes,3647,2505,2,No,2,7995217.8
79814,2,Yes,Yes,2,Exclusive,3,1991,Yes,1270,3194,1,Yes,1,7995547.1
79833,4,Yes,No,2,Middle Class,10,1996,No,29,1181,1,Yes,2,7996012.6
79950,5,No,No,2,Exclusive,3,1997,No,2113,9708,1,Yes,2,7997513.7
79959,4,Yes,Yes,1,Upper Class,3,1994,No,2523,7995,1,Yes,2,8000900.4
79934,3,Yes,No,3,Upper Class,3,1996,Yes,7637,6093,1,No,1,8002735.6
79957,3,Yes,Yes,1,Exclusive,1,2010,Yes,7192,9128,1,Yes,2,8003950
80041,5,No,No,1,Upper Class,7,2006,No,5856,6891,1,No,2,8005238.6
80000,1,Yes,Yes,1,Exclusive,5,2013,No,9879,1327,2,Yes,1,8007346.3
80002,3,Yes,No,2,Upper Class,2,2015,Yes,5678,8046,0,Yes,1,8007425.5
79988,2,Yes,No,2,Working Class,9,2019,No,5860,3173,1,No,2,8007659.9
80062,4,No,No,3,Middle Class,4,2011,No,1797,5974,2,No,1,8007951.1
80039,4,No,No,1,Exclusive,4,1990,No,7828,1720,2,Yes,1,8008148
80039,5,Yes,Yes,1,Middle Class,6,1996,No,6447,4215,1,Yes,2,8009219.6
80023,2,Yes,No,1,Middle Class,7,2011,Yes,2021,2764,2,No,1,8011758.1
80067,2,No,No,2,Working Class,7,2021,No,5432,4385,1,No,2,8013211.1
80046,5,Yes,Yes,1,Middle Class,7,2003,Yes,5968,3136,2,Yes,2,8014282.3
80068,3,Yes,No,2,Upper Class,10,2008,Yes,2497,8407,2,No,2,8014310.8
80116,5,No,Yes,1,Working Class,7,2000,No,7964,2348,1,Yes,2,8015692
80150,3,Yes,No,2,Middle Class,6,1997,No,3444,1398,0,No,1,8020491.7
80167,4,Yes,No,1,Exclusive,2,2018,Yes,4641,5093,2,Yes,2,8021140.8
80150,4,No,Yes,2,Exclusive,8,1991,Yes,6238,6877,2,Yes,1,8022700.1
80225,5,No,No,2,Exclusive,6,2002,Yes,656,971,2,Yes,2,8025744.2
80237,5,No,No,1,Upper Class,8,2006,Yes,6209,8195,0,Yes,2,8025945.6
80143,2,Yes,Yes,2,Upper Class,1,1995,No,4411,5371,2,Yes,1,8026359.5
80206,2,No,Yes,1,Exclusive,4,2014,Yes,4620,6153,2,Yes,2,8027224.4
80209,4,Yes,Yes,1,Working Class,1,2001,Yes,2483,1277,1,Yes,2,8027741.1
80257,1,Yes,No,1,Upper Class,8,2000,No,7626,5526,1,No,1,8028585
80212,3,No,No,3,Working Class,10,2011,Yes,6821,30,0,Yes,2,8029445.1
80266,2,No,No,2,Upper Class,7,2002,No,7669,6651,0,No,2,8030275.2
80254,1,No,No,2,Exclusive,1,2004,No,4601,2359,1,Yes,1,8032718.4
80249,3,Yes,No,1,Middle Class,3,2008,Yes,1972,4336,2,No,1,8034277.8
80294,5,Yes,Yes,1,Exclusive,5,2001,Yes,2047,9446,1,Yes,1,8034726.1
80282,2,Yes,No,1,Middle Class,2,2014,Yes,9027,,1,No,1,8034878.4
80313,5,Yes,No,1,Upper Class,4,2003,No,4325,917,1,Yes,1,8035508.3
80331,3,No,No,2,Middle Class,6,1995,No,5982,3504,2,Yes,1,8037047.5
80306,5,Yes,Yes,3,Working Class,4,2004,No,7018,4778,1,Yes,1,8037519.4
80277,4,Yes,Yes,1,Exclusive,9,2019,Yes,5542,1722,1,Yes,2,8038200.9
80352,2,No,Yes,1,Exclusive,1,2019,No,8708,53,1,Yes,1,8039036.9
80309,3,No,Yes,1,Working Class,9,2011,No,6134,7254,2,Yes,2,8039284.1
80324,3,Yes,Yes,1,Middle Class,2,1993,Yes,325,,0,No,2,8039714.3
80294,4,No,Yes,2,Upper Class,6,2010,No,8307,6558,1,Yes,1,8040382
80329,3,No,Yes,2,Middle Class,4,2000,Yes,5652,5787,1,No,1,8040769
80301,1,Yes,No,2,Exclusive,6,2001,No,213,6910,0,Yes,2,8042286.1
80349,4,Yes,No,1,Upper Class,4,2003,Yes,6320,9842,1,No,2,8042314.3
80419,3,No,No,1,Middle Class,5,1998,Yes,1333,1081,1,Yes,1,8043741.8
80386,3,Yes,Yes,1,Middle Class,10,1994,Yes,9196,7861,1,No,1,8045146.4
80378,5,Yes,Yes,1,Upper Class,10,2004,Yes,1432,4489,1,Yes,2,8045164.4
80323,5,Yes,No,2,Middle Class,8,1995,No,5662,8850,1,No,1,8045525.5
80394,3,No,No,2,Exclusive,2,1992,Yes,7370,3420,2,Yes,1,8045936.2
80439,4,No,No,2,Working Class,7,2009,No,7325,6006,2,No,1,8046219.9
80413,1,No,Yes,1,Exclusive,3,2011,No,8059,5801,1,No,2,8046485.1
80466,2,No,No,2,Middle Class,5,1992,Yes,8154,8404,2,Yes,1,8048185.2
80459,3,Yes,No,1,Exclusive,7,1991,No,496,2388,2,Yes,1,8050098.1
80475,4,No,No,2,Upper Class,3,1992,No,7862,5191,1,No,2,8051999.2
80415,2,Yes,No,2,Exclusive,6,2007,No,4326,6976,1,Yes,1,8053263.7
80426,2,Yes,Yes,3,Upper Class,5,2003,No,1905,9643,0,No,2,8053552.3
80472,2,Yes,Yes,2,Working Class,6,2000,No,3435,9377,1,No,2,8054700
80489,2,No,Yes,2,Middle Class,3,2002,Yes,3805,2237,2,Yes,1,8056228.2
80524,2,Yes,Yes,1,Exclusive,8,1997,Yes,4111,1883,1,Yes,1,8060508.7
80556,1,No,Yes,2,Middle Class,6,1991,No,9757,6059,2,Yes,2,8062244.1
80617,3,No,No,2,Middle Class,8,2000,No,4837,9810,2,No,1,8062892
80604,5,No,No,2,Exclusive,8,2021,Yes,7479,2097,1,Yes,2,8063954.1
80634,3,No,No,1,Working Class,7,1991,No,7901,5555,1,Yes,2,8065315.1
80596,5,No,Yes,2,Upper Class,2,1999,No,2388,2017,2,Yes,2,8065721.9
80582,2,Yes,No,2,Working Class,3,2011,No,2241,2390,0,Yes,2,8067342.1
80671,4,No,No,1,Upper Class,10,2021,Yes,2660,1222,1,No,1,8068598.1
80622,4,No,Yes,1,Middle Class,7,2015,Yes,2308,8765,2,No,1,8069026.5
80691,3,No,No,1,Exclusive,5,2005,Yes,2967,6794,2,No,2,8071084.5
80610,4,No,Yes,3,Middle Class,1,2007,No,7915,8636,2,Yes,1,8071729.7
80686,4,No,Yes,1,Upper Class,7,2008,Yes,2416,1813,2,No,1,8071938.8
80656,2,Yes,Yes,1,Working Class,8,2012,Yes,5837,1814,0,No,1,8072208.2
80678,2,Yes,Yes,1,Exclusive,7,1992,No,6074,291,2,Yes,2,8073048.2
80699,2,Yes,No,2,Middle Class,10,2009,Yes,1740,1538,1,No,2,8074576.9
80722,2,No,No,1,Exclusive,6,2019,No,5746,9407,2,No,1,8075401.9
80746,2,No,No,1,Middle Class,3,2003,Yes,7670,1538,2,Yes,2,8077153.3
80697,5,No,No,3,Upper Class,4,2003,No,6193,1261,1,Yes,1,8078150.3
80693,4,Yes,No,2,Middle Class,4,2018,Yes,5794,2813,2,No,1,8078843.8
80803,4,No,Yes,2,Middle Class,6,2018,No,5684,5726,2,Yes,1,8083433.8
80827,3,No,No,2,Working Class,9,1996,No,3040,2627,0,No,2,8083933.6
80771,2,Yes,Yes,3,Upper Class,6,2015,No,3653,2436,0,Yes,1,8085989.5
